,category,ttc
118,教育,  NUM       ENG   資優 數理 研習營     NUM       ENG   資優 數理 研習營   營隊 宗旨 希望 透過 營隊 加強 輔導 國內 高中數學 資優生   推動 數學 自然 學科 教育   提高 學生 數學 基礎科學 興趣   鼓勵 學生 間 相互 觀摩   提 昇 數理 教育 品質     幫助 中低收入 戶及 特殊 境遇 家庭 子女 向學   國立 中興大學 應數系 及仲盈 諮詢 顧問 股份 有限公司 補助   NUM   名額 免收 研習 費用 住宿費   懇請 貴 社會局   處   告知 推薦 符合 身分 學生 申請     研習 時間     NUM   年   NUM   月   NUM   日       NUM   月   NUM   日       研習 地點   國立 中興大學   資訊 科學 大樓 四樓     免費 研習 名額     NUM   名   免費 研習 供宿 名額   額滿 為止     研習 內容   國立 中興大學 應用 數學 專題 課程 九九 基金會 安排 資優 數學 專題 課程   搭配 國立 臺灣 師範大學 工業 教育 學系   ENG   萬獸之王   仿生 機器人 手 做 創客 課程     營隊 詳細 資訊 上網 九九 文教 基金會     ENG       NUM     ENG       ENG       ENG     國立 中興大學 應用 數學系     ENG       ENG       ENG       ENG       ENG     樂學   ENG       ENG       NUM       ENG       ENG     查看 報名   發佈 課室   社會 課 
119,公告,  NUM   新北市 屆 退役 男   榮民及 市民 聯合 徵才 活動 新北 市政府 勞工局   民政局   新北市 榮民 服務處 訂於   NUM   月   NUM   日     新北 市政府   NUM   樓 大禮堂   新北市 板橋 區 中山路   NUM   段   NUM   號   NUM   樓   共同 舉辦     NUM   新北市 屆 退役 男   榮民及 市民 聯合 徵才 活動   現場 邀請   NUM   家 知名 廠商 共襄盛舉   提供 超過   NUM   優質 工作 機會   詳情 電洽   NUM       NUM       NUM     
120,公告,  NUM   新北   ENG   街頭     ENG       ENG   街舞 大賽 即日起   NUM   月   NUM   日     受理 報名 賽事 時間 地點   預賽     NUM   年   NUM   月   NUM   日     板橋 車站 站 前 廣場   決賽     NUM   年   NUM   月   NUM   日     新北市 市民 廣場   官網 活動 訊息 頁面     ENG       ENG       ENG       ENG     發佈 課室   人文 課 
121,休閒,  NUM   親愛 提琴 故事 節 主辦單位   南投縣 仁愛 鄉公所   公告 事項   南投縣 仁愛 鄉公所   NUM   年   NUM   月   NUM   日至   NUM   月   NUM   日 舉辦     NUM   親愛 提琴 故事 節   活動   歡迎 踴躍 參加   
122,公告,  NUM   年   NUM   月   NUM   日   星期四   上午   NUM   時至 下午   NUM   時 舉辦     NUM   新北市 屆 退役 男   榮民及 市民 聯合 徵才 活動   公告 日期     NUM       NUM       NUM     公告 事項 
123,公告,本所 誠徵 經建 行政 課員   NUM   名 公告 日期     NUM       NUM       NUM     公告 事項   徵才 機關   新北市 新店 區公所   人員 區分   人員   官職   委任   NUM   職等 薦任   NUM   職等 薦任   NUM   職等   職稱   課員   職系   經建 行政   名額     NUM   名   預估 缺     NUM       NUM       NUM   出缺   性別     工作 地點     NUM     新北市   有效 期間     NUM       NUM       NUM       NUM       NUM       NUM     資格 條件     NUM     具經建 行政 職系 法定 任用 資格 並具 銓敘部 審定 委任   NUM   職等 以上 合格 實授     NUM     無 公務人員 任用 法   NUM   條 迴避 任用     NUM   條 任用 公務人員 陞 遷法   NUM   條 各款 情事     NUM     無 公務人員 考試法 限制 轉調 情形     NUM     工作 態度 積極主動   認真負責   工作 項目     NUM     辦理 經建 行政 相關 業務     NUM     臨時 交辦 事項   工作 地址   新北市 新店 區北 新路   NUM   段   NUM   號   NUM   樓   聯絡   ENG       ENG     聯絡 方式   含檢具 文件     NUM     請於   NUM   年   NUM   月   NUM   日前 郵戳 憑將     NUM     公務人員 完整 履歷表   須 簽名     NUM     考試及格 證書     NUM     最高 學歷 畢業證書     NUM     現職 派令 及銓 審函     NUM     最近   NUM   年 考績 通知書 影本 郵寄 新店 區公所 人事室   新北市 新店 區北 新路   NUM   段   NUM   號   NUM   樓   並於 信封 註明   應徵 工務 課課 員     NUM     本項 甄審 應徵 人員 中擇 擇優 通知 面試   合則 錄取   增列 後 補 人員   NUM       NUM   名   後 補 期間 三個 月   甄審 確定 翌日 算   惟 應徵 人員 不適 當時   所得 予 缺   另行通知   應徵 資料 恕不退還   未獲 通知 面試 錄取 應徵者 如需 返還 書面 應徵 資料   可於 應徵 資料 封面 左上角 註明   並附 回郵信封 俾利 郵寄   請貼 足額 郵資   郵資 不足 則以 平信 寄還     NUM     原 單位 尚有 服務 義務 同意 調者   報名     NUM     聯絡人   石 小姐   聯絡 電話     NUM   轉   NUM     
124,文藝,轉知     NUM   年度 共下賞 客樂共下賞 客樂 巨星 登場   NUM   年度 共下賞 客樂 週末 強檔 出擊     NUM   月   NUM   日     NUM   月   NUM   日     NUM   月   NUM   日     NUM   月   NUM   日     NUM   月   NUM   日及   NUM   月   NUM   日 隆重 登場   新北市 客家 文化 園區   NUM   月   NUM   日 下午   NUM   時   NUM   分 推出 第一 檔 巨星 演唱   金曲 歌手 曾雅君   客家 嘻哈 團體 聖代 樂團   阿比 百 樂團 歌手 同臺 飆唱   禾 埕 廣場 星光 熠熠   美聲 繞梁   喜歡 音樂 朋友   別錯過 精彩 夏日   ENG   音樂會   單位   新北 市政府 客家 事務局 
125,影劇、展覽,大同 微 電影     ENG   約定   活動 主辦單位   宜蘭縣 大同 鄉公所   公告 事項   宜蘭縣 大同 鄉公所 舉辦   大同 微 電影     ENG   約定   活動   歡迎 踴躍 參加   
126,休閒,  NUM     原舞 震璞石   傳唱 縱谷 情   相關 活動 詳情請 花蓮縣 玉 里 鎮公所 網站   ENG       ENG       ENG       ENG       ENG       ENG     ENG       ENG       ENG       ENG       ENG       NUM       ENG       ENG     ENG       NUM   查詢   
127,文藝,  NUM   年   NUM   月   NUM   日   星期六   新北市 客家 文化 園區 辦理   NUM   年共下賞 客樂   夏客   ENG   暑假 活動 說明     ENG       ENG         ENG     活動 將有 金曲 歌王 欒克勇   客家 樂團 山狗 樂團   雙鵬 樂團 新北市 私立 樂山 園 社會福利 慈善事業 基金會 共同 演出   現場 備有 限量 客家 美食 點心   汽球   棉花 糖     ENG   攤位 胖 卡車 市集   敬邀 踴躍 參加     ENG       ENG         ENG     系列 活動 後續   NUM   場   每月 辦理 一場   暫訂 日期   NUM   月   NUM   日     NUM   月   NUM   日     NUM   月   NUM   日及   NUM   月   NUM   日   詳情請 客家 園區 網站   活動 訊息 來電 洽詢     NUM       NUM     
128,影劇、展覽,  NUM   周錫瑋 油畫展   NUM   周錫瑋 油畫展 展出 期間     NUM       NUM       NUM       NUM       NUM     開幕 日期     NUM       NUM       NUM       ENG     NUM       NUM     展出 地點   新北市 三重 區 社教館 主辦單位   三重 區公所   賓陽 文教 基金會 
129,公告,矯正 機關 自營 商品 展售 商城 矯正 機關 自營 商品 展售 商城   詳情請 官網     ENG       ENG       ENG       ENG       ENG       ENG   
130,公告,本所 徵求 人員   社會 課     NUM   名 主辦單位   新店 公所 人事室 公告 日期     NUM       NUM       NUM     公告 事項   徵才 機關   新北市 新店 區公所   人員 區分   人員   官職   委任   NUM   職等 薦任   NUM   職等 薦任   NUM   職等   職稱   課員   職系   社會 行政   名額     NUM   名   預估 缺   預計   NUM       NUM   出缺   性別     工作 地點     NUM     新北市   有效 期間     NUM       NUM       NUM       NUM       NUM       NUM     資格 條件     NUM     具 社會 行政 職系 法定 任用 資格 並具 銓敘部 審定 委任   NUM   職等 以上 合格 實授     NUM     無 公務人員 任用 法   NUM   條 迴避 任用     NUM   條 任用 公務人員 陞 遷法   NUM   條 各款 情事     NUM     無 公務人員 考試法 限制 轉調 情形     NUM     工作 態度 積極主動   認真負責   工作 項目     NUM     辦理 社會 行政 業務     NUM     臨時 交辦 事項   工作 地址   新北市 新店 區北 新路   NUM   段   NUM   號   NUM   樓   聯絡   ENG       ENG     聯絡 方式   含檢具 文件     NUM     請於   NUM   年   NUM   月   NUM   日前 郵戳 憑將     NUM     公務人員 完整 履歷表   須 簽名     NUM     考試及格 證書     NUM     最高 學歷 畢業證書     NUM     現職 派令 及銓 審函     NUM     最近   NUM   年 考績 通知書 影本 掛號 郵寄 新店 區公所 人事室   新北市 新店 區北 新路   NUM   段   NUM   號   NUM   樓   並於 信封 註明   應徵 社會 人文 課課 員     NUM     本項 甄審 應徵 人員 中擇 擇優 通知 面試   合則 錄取   增列 後 補 人員   NUM       NUM   名   後 補 期間 三個 月   甄審 確定 翌日 算   惟 應徵 人員 不適 當時   所得 予 缺   另行通知   應徵 資料 恕不退還     NUM     原 單位 尚有 服務 義務 同意 調者   報名     NUM     聯絡人   石 小姐   聯絡 電話     NUM   轉   NUM     
131,休閒,  NUM   年 新北市 第三屆   點亮 星光   愛心 永傳   關懷 自閉症 公益 路 跑 活動 公告 日期     NUM       NUM       NUM     公告 事項 
132,休閒,花蓮縣 玉里鎮   NUM     原舞 震璞石   傳唱 縱谷 情   系列 活動   歡迎 民眾 踴躍 參加   主辦單位   花蓮縣 玉 里 鎮公所   依據 玉 鎮原 字   NUM   號 公告 事項     NUM     原舞 震璞石   傳唱 縱谷 情   相關 活動 詳情   請 花蓮縣 玉 里 鎮公所 網站     ENG       ENG       ENG       ENG       ENG       ENG     ENG       ENG       ENG       ENG       ENG       NUM       ENG       ENG     ENG       NUM     查詢   
133,公告,新北市   NUM   年 原住 民族 語文 競賽 即日起 受理 報名   歡迎 原住民 族人 踴躍 參加   主辦單位   新北 市政府 教育局   依據 新北教 社字   NUM   號 公告 事項     本次 競賽 訂於   NUM   年   NUM   月   NUM   日   星期六   假新北市 崁 國小 舉行   凡 本市 各公 私立高中 職   國 中   國 小學生 教師 社會 人士   能以 各原 住 民族 語言表達 皆 報名 參加   各族 語 各項 各組 南   北區   NUM   名將 代表 本市 參加   NUM   年 全國 語文 競賽   新北市 爭光     本次 競賽 相關 訊息     NUM     報名 方式   網路 報名   競賽 位於 報名 期限內 上網 報名 後   寄送 報名表 件 承辦 學校   報名 日期 即日起   NUM   月   NUM   日     NUM     領隊 會議 時間 地點     NUM   年   NUM   月   NUM   日   星期三   下午   NUM   時假 崁 國小   NUM   樓 生態 教室 召開     NUM     詳細 比賽 報名 訊息   請   新北市   NUM   年 原住 民族 語文 競賽 實施 計畫   辦理   
134,公告,  NUM   年 公務人員 高等考試 一級 暨 二級 考試 報名 主辦單位   考選部   依據 選秘 一字   NUM   號 公告 事項     NUM   年 公務人員 高等考試 一級 暨 二級 考試     NUM   年   NUM   月   NUM   日至   NUM   年   NUM   月   NUM   日 受理 網路 報名   有意 報考 之民眾 請 考選部 全球 資訊網 查詢   
135,休閒,樂性平   著色 趣   愛 閱讀   親子 彩繪 活動 主辦單位   新北 市政府 人事處   新北 市政府 文化局   依據 新 北府 人 企字   NUM   號 公告 事項   新北 市政府 訂於 年   NUM   月   NUM   日 辦理   樂性平   著色 趣   愛 閱讀   親子 彩繪 活動   歡迎 人事處 網站 最新消息 區 瞭解 活動 資訊   踴躍 報名 參加   
136,影劇、展覽,中 星光 電影院   精彩 強檔 輪番上陣 最受 大小 朋友 歡迎 中 星光 電影 囉   中 區公所 主辦 星光 電影院   NUM   月   NUM   日起 舉辦   NUM   場次   今年 特別 挑選 四部 熱門 強檔 電影   海洋 奇緣   歡樂 好 聲音   送子 鳥     美女 野獸   星光 電影院 中 區民眾 暑假 難忘 美好 回憶   活動 當日 超大 螢幕   搭配 國語 配音   大小 朋友 過癮   活動 免費 參加 提供 餅乾   飲料 扇子   電影 播放 前 有獎 徵答   小朋友   ENG   暑假 嗨 翻天   邀請 同樂   呼朋引 伴   度過 溫馨 歡樂 暑假 週末 夜晚   場次 資訊   第一場   NUM       NUM       晚上   NUM   點 海洋 奇緣   中和國 中 禮堂   中和區 興 南路 二段   NUM   巷   NUM   號   第二場   NUM       NUM       晚上   NUM   點 歡樂 好 聲音   中和民眾 活動中心   中和區 中 路   NUM   號   NUM   樓   第三場   NUM       NUM       晚上   NUM   點   送子 鳥   秀山 國 小 籃球場   中和區 立人街   NUM   號   第四場   NUM       NUM       晚上   NUM   點 美女 野獸   前 國防管理 學院 中 正堂   中和區 民安 街   NUM   號   資料 詳洽   新北市 中 區公所 人文 課王 舒婷 連絡 電話     NUM       NUM   分機   NUM   發佈 課室   人文 課 
137,公告,    NUM       NUM   家庭教育 諮詢 專線 暨 個別 化 親職教育   志工 招募 培訓 暨 服務 公告 日期     NUM       NUM       NUM     公告 事項 
138,公告,內政部 辦理     NUM   年度 住宅 補貼   受理 申請 期間   NUM   年   NUM   月   NUM   日起   NUM   月   NUM   日止   請 需求 之民眾 截止 日前 本府 城鄉 發展局 提出申請   主辦單位   內政部 營建 署   依據 新 北原 社字   NUM   號 公告 事項       NUM   年度 住宅 補貼 內容摘要     NUM     補貼 項目   租金 補貼   自購 住宅 貸款 利息 補貼   修繕 住宅 貸款 利息 補貼     NUM     計畫 戶數   租金 補貼   NUM   萬   NUM       NUM   戶   自購 住宅 貸款 利息 補貼   NUM       NUM   戶   修繕 住宅 貸款 利息 補貼   NUM       NUM   戶     NUM     補貼 採 評點 制   申請人 具有 原住民 身分   評點 時 權重 加   NUM   分   優先 獲得 補貼   申請 自購 修繕 住宅 貸款 利息 補貼   經審查 符合規定 適用   NUM   類 優惠 利率   目前   NUM       NUM       住宅 補貼 申請書   NUM   年   NUM   月   NUM   日起 可於 營建 署 網站     ENG       ENG       ENG       ENG     下載   點選   快捷 服務   項下   住宅 補貼 專區   無法 上網 自行 列印   可向 本府 城鄉 發展局 住宅 發展 科   電話     NUM       NUM   轉   NUM       NUM     NUM       NUM     免費 索取   
139,公告,  NUM   年 新北市 區公所   辦理 中 元 普渡 法會 辦理 時間表   NUM   年 本市 公立 納 骨塔 辦理 中 元 普渡 法會 時間   請 下載 使用   
140,公告,  NUM   年度 新北市 社區 營造 一般性 補助 計畫     NUM   梯次   公告 日期     NUM       NUM       NUM     公告 事項     NUM     新北 市政府 文化局 辦理     NUM   年度 新北市 社區 營造 一般性 補助 計畫     NUM   梯次   歡迎 踴躍 提案 申請     NUM     計畫 補助 對象 本市 中央 機關   備   案 民間團體 單位   社區 發展 協會   協會 組織   社區 組織   文史 工作室   基金會   演藝 團體   依據 公寓 大廈 管理條例 規定 申請 核備 在案 公寓 大廈 管理 委員會     NUM     上開 補助 計畫 提案 日期 自即日起   NUM   年   NUM   月   NUM   日止   相關 書表   電子 檔 請 文化局 網站   徵件類     ENG       ENG       ENG       ENG       ENG       ENG     自行 下載 使用     NUM     旨 揭計畫 內容 相關 問題   請 逕 洽 本局     NUM       NUM   分機   NUM   陳先生   
